Source,Target,Type
105,102,Undirected
105,102,Undirected
104,103,Undirected
102,101,Undirected
101,103,Undirected
105,120,Undirected
108,107,Undirected
105,101,Undirected
102,103,Undirected
122,121,Undirected
124,123,Undirected
111,110,Undirected
108,107,Undirected
118,117,Undirected
110,107,Undirected
110,125,Undirected
102,101,Undirected
108,107,Undirected
111,110,Undirected
127,126,Undirected
102,101,Undirected
104,103,Undirected
106,102,Undirected
109,102,Undirected
105,102,Undirected
114,113,Undirected
112,102,Undirected
129,128,Undirected
128,130,Undirected
131,128,Undirected
133,132,Undirected
128,132,Undirected
134,133,Undirected
136,135,Undirected
129,128,Undirected
128,130,Undirected
130,137,Undirected
131,128,Undirected
129,137,Undirected
133,132,Undirected
8,130,Undirected
138,130,Undirected
140,139,Undirected
140,141,Undirected
139,142,Undirected
139,143,Undirected
144,139,Undirected
133,132,Undirected
129,128,Undirected
128,130,Undirected
131,128,Undirected
128,132,Undirected
129,132,Undirected
133,132,Undirected
136,135,Undirected
130,137,Undirected
129,137,Undirected
129,128,Undirected
128,130,Undirected
131,128,Undirected
133,132,Undirected
8,130,Undirected
145,137,Undirected
137,132,Undirected
129,128,Undirected
136,135,Undirected
128,130,Undirected
133,132,Undirected
131,128,Undirected
140,141,Undirected
130,137,Undirected
129,137,Undirected
130,137,Undirected
128,130,Undirected
129,128,Undirected
129,137,Undirected
8,130,Undirected
131,128,Undirected
138,130,Undirected
133,132,Undirected
129,128,Undirected
133,132,Undirected
128,130,Undirected
131,128,Undirected
134,133,Undirected
133,132,Undirected
145,133,Undirected
129,128,Undirected
136,135,Undirected
128,130,Undirected
140,141,Undirected
147,146,Undirected
131,128,Undirected
133,132,Undirected
136,147,Undirected
140,141,Undirected
140,139,Undirected
139,143,Undirected
144,139,Undirected
149,148,Undirected
150,148,Undirected
152,151,Undirected
149,153,Undirected
154,148,Undirected
148,151,Undirected
148,155,Undirected
149,148,Undirected
149,153,Undirected
152,151,Undirected
150,148,Undirected
154,148,Undirected
154,156,Undirected
148,155,Undirected
149,148,Undirected
152,151,Undirected
149,153,Undirected
150,148,Undirected
148,151,Undirected
157,151,Undirected
149,151,Undirected
149,148,Undirected
152,151,Undirected
149,153,Undirected
150,148,Undirected
152,148,Undirected
157,151,Undirected
152,150,Undirected
150,148,Undirected
149,148,Undirected
149,153,Undirected
152,151,Undirected
152,150,Undirected
154,150,Undirected
150,151,Undirected
149,148,Undirected
154,156,Undirected
154,148,Undirected
152,151,Undirected
149,154,Undirected
149,153,Undirected
150,148,Undirected
158,156,Undirected
154,150,Undirected
149,148,Undirected
149,153,Undirected
150,148,Undirected
153,148,Undirected
152,151,Undirected
154,156,Undirected
149,148,Undirected
158,156,Undirected
152,151,Undirected
154,148,Undirected
149,153,Undirected
149,156,Undirected
149,154,Undirected
149,148,Undirected
152,151,Undirected
149,153,Undirected
150,148,Undirected
160,159,Undirected
152,150,Undirected
152,148,Undirected
162,161,Undirected
164,163,Undirected
163,165,Undirected
167,166,Undirected
116,162,Undirected
168,162,Undirected
8,162,Undirected
162,166,Undirected
162,161,Undirected
164,163,Undirected
167,166,Undirected
163,165,Undirected
169,161,Undirected
116,162,Undirected
170,166,Undirected
166,161,Undirected
162,161,Undirected
163,165,Undirected
164,163,Undirected
167,166,Undirected
116,162,Undirected
172,171,Undirected
116,171,Undirected
162,161,Undirected
163,165,Undirected
164,163,Undirected
167,166,Undirected
172,171,Undirected
116,162,Undirected
116,171,Undirected
174,173,Undirected
162,161,Undirected
174,175,Undirected
164,163,Undirected
176,175,Undirected
168,174,Undirected
168,177,Undirected
116,174,Undirected
168,177,Undirected
162,161,Undirected
164,163,Undirected
168,162,Undirected
8,178,Undirected
116,178,Undirected
168,174,Undirected
179,168,Undirected
174,173,Undirected
162,161,Undirected
164,163,Undirected
176,175,Undirected
167,166,Undirected
116,162,Undirected
174,173,Undirected
163,165,Undirected
181,180,Undirected
116,174,Undirected
162,161,Undirected
167,166,Undirected
170,166,Undirected
164,163,Undirected
163,165,Undirected
162,166,Undirected
116,162,Undirected
166,161,Undirected
170,169,Undirected
176,175,Undirected
174,175,Undirected
182,175,Undirected
184,183,Undirected
174,173,Undirected
162,161,Undirected
116,174,Undirected
181,180,Undirected
184,175,Undirected
186,185,Undirected
162,161,Undirected
188,187,Undirected
176,175,Undirected
189,186,Undirected
164,163,Undirected
168,186,Undirected
174,175,Undirected
191,190,Undirected
192,191,Undirected
191,193,Undirected
191,194,Undirected
191,195,Undirected
196,193,Undirected
197,191,Undirected
191,198,Undirected
194,199,Undirected
196,190,Undirected
191,190,Undirected
196,193,Undirected
201,200,Undirected
192,191,Undirected
194,199,Undirected
202,200,Undirected
196,190,Undirected
204,203,Undirected
201,205,Undirected
204,206,Undirected
194,199,Undirected
194,207,Undirected
191,190,Undirected
194,208,Undirected
196,193,Undirected
191,194,Undirected
192,191,Undirected
209,194,Undirected
196,190,Undirected
191,193,Undirected
196,193,Undirected
196,190,Undirected
196,198,Undirected
191,190,Undirected
196,195,Undirected
194,199,Undirected
192,191,Undirected
191,193,Undirected
116,196,Undirected
194,199,Undirected
191,190,Undirected
196,193,Undirected
192,191,Undirected
210,190,Undirected
194,207,Undirected
196,190,Undirected
191,193,Undirected
210,207,Undirected
194,208,Undirected
191,190,Undirected
196,193,Undirected
192,191,Undirected
194,199,Undirected
196,190,Undirected
204,206,Undirected
194,207,Undirected
191,193,Undirected
206,190,Undirected
196,198,Undirected
191,190,Undirected
192,191,Undirected
196,193,Undirected
212,211,Undirected
212,213,Undirected
194,199,Undirected
191,193,Undirected
196,190,Undirected
214,213,Undirected
194,207,Undirected
196,193,Undirected
196,190,Undirected
191,193,Undirected
196,198,Undirected
191,190,Undirected
196,195,Undirected
191,198,Undirected
194,199,Undirected
216,215,Undirected
202,205,Undirected
201,205,Undirected
217,205,Undirected
218,205,Undirected
201,200,Undirected
202,200,Undirected
218,200,Undirected
219,205,Undirected
220,205,Undirected
221,203,Undirected
201,200,Undirected
201,205,Undirected
221,203,Undirected
204,203,Undirected
218,200,Undirected
222,203,Undirected
218,205,Undirected
223,203,Undirected
191,190,Undirected
217,205,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
225,224,Undirected
8,224,Undirected
226,225,Undirected
226,224,Undirected
234,224,Undirected
226,227,Undirected
229,224,Undirected
228,224,Undirected
116,224,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
235,228,Undirected
226,227,Undirected
228,224,Undirected
237,236,Undirected
226,227,Undirected
238,232,Undirected
226,232,Undirected
226,225,Undirected
232,239,Undirected
225,224,Undirected
226,227,Undirected
238,232,Undirected
226,232,Undirected
226,225,Undirected
232,239,Undirected
225,224,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,231,Undirected
8,241,Undirected
116,241,Undirected
226,227,Undirected
225,224,Undirected
237,236,Undirected
242,231,Undirected
226,225,Undirected
240,231,Undirected
226,231,Undirected
8,241,Undirected
116,241,Undirected
226,227,Undirected
225,224,Undirected
237,236,Undirected
242,231,Undirected
226,225,Undirected
240,231,Undirected
226,231,Undirected
8,241,Undirected
116,241,Undirected
226,227,Undirected
225,224,Undirected
237,236,Undirected
242,231,Undirected
226,225,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
225,224,Undirected
234,224,Undirected
226,225,Undirected
226,227,Undirected
8,224,Undirected
234,225,Undirected
229,228,Undirected
225,224,Undirected
234,224,Undirected
226,225,Undirected
226,227,Undirected
8,224,Undirected
234,225,Undirected
229,228,Undirected
225,224,Undirected
234,224,Undirected
226,225,Undirected
226,227,Undirected
8,224,Undirected
234,225,Undirected
229,228,Undirected
245,244,Undirected
245,246,Undirected
245,247,Undirected
249,248,Undirected
245,248,Undirected
249,248,Undirected
250,248,Undirected
245,248,Undirected
249,251,Undirected
249,248,Undirected
249,251,Undirected
249,252,Undirected
253,251,Undirected
249,251,Undirected
253,251,Undirected
249,248,Undirected
255,254,Undirected
257,256,Undirected
258,254,Undirected
259,254,Undirected
254,256,Undirected
260,256,Undirected
256,261,Undirected
249,248,Undirected
85,262,Undirected
85,81,Undirected
253,251,Undirected
245,244,Undirected
263,244,Undirected
264,244,Undirected
255,254,Undirected
253,251,Undirected
245,265,Undirected
245,246,Undirected
85,262,Undirected
267,266,Undirected
268,266,Undirected
269,266,Undirected
270,269,Undirected
271,266,Undirected
272,266,Undirected
273,266,Undirected
267,274,Undirected
245,244,Undirected
275,273,Undirected
255,254,Undirected
257,256,Undirected
254,256,Undirected
260,256,Undirected
256,276,Undirected
258,254,Undirected
256,261,Undirected
270,269,Undirected
269,266,Undirected
269,277,Undirected
278,252,Undirected
280,279,Undirected
267,266,Undirected
281,277,Undirected
269,282,Undirected
282,283,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
235,228,Undirected
226,227,Undirected
228,224,Undirected
237,236,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
235,228,Undirected
226,227,Undirected
228,224,Undirected
237,236,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
235,228,Undirected
226,227,Undirected
228,224,Undirected
237,236,Undirected
225,224,Undirected
8,224,Undirected
226,225,Undirected
226,224,Undirected
234,224,Undirected
226,227,Undirected
229,224,Undirected
228,224,Undirected
116,224,Undirected
225,224,Undirected
8,224,Undirected
226,225,Undirected
226,224,Undirected
234,224,Undirected
226,227,Undirected
229,224,Undirected
228,224,Undirected
116,224,Undirected
225,224,Undirected
8,224,Undirected
226,225,Undirected
226,224,Undirected
234,224,Undirected
226,227,Undirected
229,224,Undirected
228,224,Undirected
116,224,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
237,236,Undirected
226,231,Undirected
229,228,Undirected
8,241,Undirected
240,231,Undirected
226,231,Undirected
8,241,Undirected
116,241,Undirected
226,227,Undirected
225,224,Undirected
237,236,Undirected
242,231,Undirected
226,225,Undirected
240,231,Undirected
226,231,Undirected
8,241,Undirected
116,241,Undirected
226,227,Undirected
225,224,Undirected
237,236,Undirected
242,231,Undirected
226,225,Undirected
240,231,Undirected
226,231,Undirected
8,241,Undirected
116,241,Undirected
226,227,Undirected
225,224,Undirected
237,236,Undirected
242,231,Undirected
226,225,Undirected
226,227,Undirected
238,232,Undirected
226,232,Undirected
226,225,Undirected
232,239,Undirected
225,224,Undirected
226,227,Undirected
238,232,Undirected
226,232,Undirected
226,225,Undirected
232,239,Undirected
225,224,Undirected
226,227,Undirected
226,225,Undirected
225,224,Undirected
229,228,Undirected
237,236,Undirected
226,231,Undirected
226,227,Undirected
226,225,Undirected
225,224,Undirected
229,228,Undirected
237,236,Undirected
226,231,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
226,225,Undirected
226,227,Undirected
8,225,Undirected
229,228,Undirected
8,224,Undirected
225,230,Undirected
229,225,Undirected
225,224,Undirected
8,224,Undirected
226,225,Undirected
226,224,Undirected
234,224,Undirected
226,227,Undirected
229,224,Undirected
228,224,Undirected
116,224,Undirected
225,224,Undirected
8,224,Undirected
226,225,Undirected
226,224,Undirected
234,224,Undirected
226,227,Undirected
229,224,Undirected
228,224,Undirected
116,224,Undirected
225,224,Undirected
8,224,Undirected
226,225,Undirected
226,224,Undirected
234,224,Undirected
226,227,Undirected
229,224,Undirected
228,224,Undirected
116,224,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
226,227,Undirected
229,225,Undirected
229,224,Undirected
235,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
226,225,Undirected
226,227,Undirected
225,224,Undirected
226,231,Undirected
226,224,Undirected
226,232,Undirected
233,226,Undirected
229,228,Undirected
225,224,Undirected
234,224,Undirected
226,225,Undirected
226,227,Undirected
8,224,Undirected
234,225,Undirected
229,228,Undirected
225,224,Undirected
234,224,Undirected
226,225,Undirected
226,227,Undirected
8,224,Undirected
234,225,Undirected
229,228,Undirected
225,224,Undirected
234,224,Undirected
226,225,Undirected
226,227,Undirected
8,224,Undirected
234,225,Undirected
229,228,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
235,228,Undirected
226,227,Undirected
228,224,Undirected
237,236,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
235,228,Undirected
226,227,Undirected
228,224,Undirected
237,236,Undirected
225,224,Undirected
226,225,Undirected
229,228,Undirected
235,228,Undirected
226,227,Undirected
228,224,Undirected
237,236,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
226,243,Undirected
229,228,Undirected
229,243,Undirected
237,236,Undirected
235,228,Undirected
240,231,Undirected
226,225,Undirected
225,224,Undirected
226,227,Undirected
