Source,Target,Type
30,5,Undirected
30,20,Undirected
30,9,Undirected
40,40,Undirected
40,1,Undirected
40,44,Undirected
40,6,Undirected
40,45,Undirected
40,3,Undirected
40,46,Undirected
40,47,Undirected
40,48,Undirected
40,13,Undirected
48,48,Undirected
48,31,Undirected
48,1,Undirected
48,3,Undirected
48,5,Undirected
48,6,Undirected
48,20,Undirected
48,49,Undirected
48,2,Undirected
48,13,Undirected
9,9,Undirected
9,8,Undirected
9,1,Undirected
9,3,Undirected
9,26,Undirected
9,50,Undirected
9,28,Undirected
9,51,Undirected
9,52,Undirected
9,53,Undirected
26,26,Undirected
26,54,Undirected
26,51,Undirected
26,52,Undirected
26,9,Undirected
26,28,Undirected
26,55,Undirected
26,56,Undirected
26,57,Undirected
26,1,Undirected
58,58,Undirected
58,1,Undirected
58,59,Undirected
58,3,Undirected
58,6,Undirected
58,13,Undirected
58,60,Undirected
58,9,Undirected
58,5,Undirected
58,4,Undirected
61,61,Undirected
61,1,Undirected
61,3,Undirected
61,62,Undirected
61,5,Undirected
61,14,Undirected
61,2,Undirected
61,63,Undirected
61,11,Undirected
61,40,Undirected
63,63,Undirected
63,1,Undirected
63,64,Undirected
63,65,Undirected
63,61,Undirected
63,66,Undirected
63,19,Undirected
63,3,Undirected
63,6,Undirected
63,67,Undirected
65,65,Undirected
65,1,Undirected
65,63,Undirected
65,64,Undirected
65,61,Undirected
65,66,Undirected
65,3,Undirected
65,19,Undirected
65,67,Undirected
65,2,Undirected
64,64,Undirected
64,63,Undirected
64,1,Undirected
64,65,Undirected
64,61,Undirected
64,66,Undirected
64,3,Undirected
64,19,Undirected
64,67,Undirected
64,2,Undirected
68,68,Undirected
68,69,Undirected
68,1,Undirected
68,70,Undirected
68,3,Undirected
68,71,Undirected
68,72,Undirected
68,48,Undirected
68,6,Undirected
68,20,Undirected
41,41,Undirected
41,6,Undirected
41,3,Undirected
41,73,Undirected
41,13,Undirected
41,5,Undirected
41,1,Undirected
41,48,Undirected
41,40,Undirected
41,14,Undirected
20,20,Undirected
20,3,Undirected
20,1,Undirected
20,5,Undirected
20,2,Undirected
20,31,Undirected
20,18,Undirected
20,6,Undirected
20,14,Undirected
20,32,Undirected
74,74,Undirected
74,3,Undirected
74,75,Undirected
74,5,Undirected
74,1,Undirected
74,76,Undirected
74,77,Undirected
74,35,Undirected
74,6,Undirected
74,48,Undirected
35,35,Undirected
35,1,Undirected
35,38,Undirected
35,78,Undirected
35,34,Undirected
35,31,Undirected
35,3,Undirected
35,5,Undirected
35,32,Undirected
35,79,Undirected
27,27,Undirected
27,1,Undirected
27,14,Undirected
27,3,Undirected
27,5,Undirected
27,13,Undirected
27,30,Undirected
27,4,Undirected
27,2,Undirected
27,80,Undirected
51,51,Undirected
51,52,Undirected
51,26,Undirected
51,9,Undirected
51,28,Undirected
51,54,Undirected
51,55,Undirected
51,81,Undirected
51,82,Undirected
51,56,Undirected
83,83,Undirected
83,84,Undirected
83,85,Undirected
83,86,Undirected
83,87,Undirected
83,1,Undirected
83,88,Undirected
83,89,Undirected
83,5,Undirected
83,3,Undirected
85,85,Undirected
85,83,Undirected
85,3,Undirected
85,90,Undirected
85,5,Undirected
85,91,Undirected
85,86,Undirected
85,1,Undirected
85,84,Undirected
85,87,Undirected
92,92,Undirected
92,1,Undirected
92,3,Undirected
92,5,Undirected
92,93,Undirected
92,94,Undirected
92,14,Undirected
92,95,Undirected
92,96,Undirected
92,4,Undirected
97,97,Undirected
97,1,Undirected
97,98,Undirected
97,30,Undirected
97,3,Undirected
97,99,Undirected
97,13,Undirected
97,100,Undirected
97,101,Undirected
97,102,Undirected
93,93,Undirected
93,3,Undirected
93,5,Undirected
93,12,Undirected
93,1,Undirected
93,103,Undirected
93,14,Undirected
93,104,Undirected
93,20,Undirected
93,2,Undirected
11,11,Undirected
11,3,Undirected
11,5,Undirected
11,2,Undirected
11,1,Undirected
11,12,Undirected
11,21,Undirected
11,14,Undirected
11,20,Undirected
11,10,Undirected
52,52,Undirected
52,26,Undirected
52,9,Undirected
52,54,Undirected
52,51,Undirected
52,28,Undirected
52,105,Undirected
52,55,Undirected
52,57,Undirected
52,1,Undirected
106,106,Undirected
106,107,Undirected
106,1,Undirected
106,108,Undirected
106,109,Undirected
106,110,Undirected
106,3,Undirected
106,111,Undirected
106,112,Undirected
106,32,Undirected
107,107,Undirected
107,106,Undirected
107,1,Undirected
107,109,Undirected
107,108,Undirected
107,110,Undirected
107,3,Undirected
107,112,Undirected
107,32,Undirected
107,30,Undirected
113,113,Undirected
113,3,Undirected
113,114,Undirected
113,115,Undirected
113,5,Undirected
113,106,Undirected
113,111,Undirected
113,116,Undirected
113,1,Undirected
113,117,Undirected
32,32,Undirected
32,1,Undirected
32,37,Undirected
32,3,Undirected
32,20,Undirected
32,31,Undirected
32,5,Undirected
32,2,Undirected
32,35,Undirected
32,11,Undirected
118,118,Undirected
118,3,Undirected
118,119,Undirected
118,5,Undirected
118,1,Undirected
118,120,Undirected
118,24,Undirected
118,2,Undirected
118,121,Undirected
118,122,Undirected
123,123,Undirected
123,3,Undirected
123,124,Undirected
123,125,Undirected
123,5,Undirected
123,24,Undirected
123,126,Undirected
123,14,Undirected
123,127,Undirected
123,128,Undirected
119,119,Undirected
119,118,Undirected
119,3,Undirected
119,5,Undirected
119,129,Undirected
119,1,Undirected
119,24,Undirected
119,130,Undirected
119,131,Undirected
119,2,Undirected
33,33,Undirected
33,1,Undirected
33,30,Undirected
33,3,Undirected
33,13,Undirected
33,2,Undirected
33,31,Undirected
33,20,Undirected
33,132,Undirected
33,5,Undirected
133,133,Undirected
133,134,Undirected
133,9,Undirected
133,26,Undirected
133,1,Undirected
133,55,Undirected
133,54,Undirected
133,52,Undirected
133,3,Undirected
133,13,Undirected
54,54,Undirected
54,26,Undirected
54,52,Undirected
54,9,Undirected
54,51,Undirected
54,55,Undirected
54,28,Undirected
54,57,Undirected
54,105,Undirected
54,8,Undirected
55,55,Undirected
55,26,Undirected
55,54,Undirected
55,52,Undirected
55,51,Undirected
55,28,Undirected
55,9,Undirected
55,57,Undirected
55,1,Undirected
55,4,Undirected
134,134,Undirected
134,133,Undirected
134,26,Undirected
134,9,Undirected
134,135,Undirected
134,136,Undirected
134,54,Undirected
134,1,Undirected
134,55,Undirected
134,52,Undirected
137,137,Undirected
137,3,Undirected
137,1,Undirected
137,138,Undirected
137,13,Undirected
137,14,Undirected
137,20,Undirected
137,6,Undirected
137,5,Undirected
137,18,Undirected
139,139,Undirected
139,3,Undirected
139,1,Undirected
139,140,Undirected
139,141,Undirected
139,142,Undirected
139,6,Undirected
139,143,Undirected
139,144,Undirected
139,145,Undirected
146,146,Undirected
146,137,Undirected
146,147,Undirected
146,148,Undirected
146,6,Undirected
146,3,Undirected
146,149,Undirected
146,1,Undirected
146,150,Undirected
146,48,Undirected
147,151,Undirected
147,147,Undirected
147,1,Undirected
147,152,Undirected
147,13,Undirected
147,149,Undirected
147,3,Undirected
147,6,Undirected
147,153,Undirected
147,5,Undirected
149,149,Undirected
149,1,Undirected
149,3,Undirected
149,152,Undirected
149,13,Undirected
149,154,Undirected
149,151,Undirected
149,5,Undirected
149,6,Undirected
149,155,Undirected
156,156,Undirected
156,13,Undirected
156,157,Undirected
156,3,Undirected
156,40,Undirected
156,14,Undirected
156,1,Undirected
156,6,Undirected
156,158,Undirected
156,47,Undirected
159,159,Undirected
159,1,Undirected
159,160,Undirected
159,3,Undirected
159,4,Undirected
159,58,Undirected
159,6,Undirected
159,13,Undirected
159,40,Undirected
159,161,Undirected
162,162,Undirected
162,1,Undirected
162,3,Undirected
162,14,Undirected
162,163,Undirected
162,5,Undirected
162,4,Undirected
162,164,Undirected
162,6,Undirected
162,25,Undirected
37,37,Undirected
37,32,Undirected
37,1,Undirected
37,3,Undirected
37,20,Undirected
37,31,Undirected
37,5,Undirected
37,2,Undirected
37,35,Undirected
37,11,Undirected
165,165,Undirected
165,1,Undirected
165,26,Undirected
165,4,Undirected
165,3,Undirected
165,51,Undirected
165,9,Undirected
165,5,Undirected
165,52,Undirected
165,166,Undirected
167,30,Undirected
167,1,Undirected
167,13,Undirected
167,3,Undirected
167,29,Undirected
167,4,Undirected
167,6,Undirected
167,5,Undirected
167,20,Undirected
167,167,Undirected
168,168,Undirected
168,3,Undirected
168,1,Undirected
168,169,Undirected
168,5,Undirected
168,37,Undirected
168,103,Undirected
168,170,Undirected
168,2,Undirected
168,171,Undirected
169,169,Undirected
169,1,Undirected
169,3,Undirected
169,4,Undirected
169,5,Undirected
169,163,Undirected
169,14,Undirected
169,6,Undirected
169,12,Undirected
169,2,Undirected
172,172,Undirected
172,1,Undirected
172,173,Undirected
172,3,Undirected
172,174,Undirected
172,9,Undirected
172,2,Undirected
172,6,Undirected
172,175,Undirected
172,26,Undirected
176,176,Undirected
176,6,Undirected
176,3,Undirected
176,177,Undirected
176,13,Undirected
176,41,Undirected
176,1,Undirected
176,178,Undirected
176,179,Undirected
176,180,Undirected
181,7,Undirected
181,1,Undirected
181,181,Undirected
181,4,Undirected
181,182,Undirected
181,5,Undirected
181,2,Undirected
181,3,Undirected
181,6,Undirected
181,30,Undirected
184,183,Undirected
184,1,Undirected
184,3,Undirected
184,184,Undirected
184,185,Undirected
184,13,Undirected
184,186,Undirected
184,6,Undirected
184,5,Undirected
184,30,Undirected
187,187,Undirected
187,188,Undirected
187,5,Undirected
187,3,Undirected
187,93,Undirected
187,1,Undirected
187,12,Undirected
187,11,Undirected
187,14,Undirected
187,2,Undirected
189,189,Undirected
189,3,Undirected
189,9,Undirected
189,26,Undirected
189,1,Undirected
189,190,Undirected
189,51,Undirected
189,52,Undirected
189,191,Undirected
189,13,Undirected
192,93,Undirected
192,3,Undirected
192,5,Undirected
192,192,Undirected
192,12,Undirected
192,1,Undirected
192,193,Undirected
192,194,Undirected
192,14,Undirected
192,103,Undirected
31,31,Undirected
31,1,Undirected
31,195,Undirected
31,20,Undirected
31,3,Undirected
31,32,Undirected
31,5,Undirected
31,2,Undirected
31,6,Undirected
31,35,Undirected
196,196,Undirected
196,3,Undirected
196,5,Undirected
196,25,Undirected
196,1,Undirected
196,14,Undirected
196,40,Undirected
196,20,Undirected
196,6,Undirected
196,13,Undirected
197,25,Undirected
197,197,Undirected
197,3,Undirected
197,5,Undirected
197,198,Undirected
197,14,Undirected
197,1,Undirected
197,199,Undirected
197,13,Undirected
197,20,Undirected
203,26,Undirected
203,200,Undirected
203,9,Undirected
203,201,Undirected
203,51,Undirected
203,28,Undirected
203,202,Undirected
203,203,Undirected
203,52,Undirected
203,56,Undirected
204,204,Undirected
204,3,Undirected
204,1,Undirected
204,5,Undirected
204,14,Undirected
204,2,Undirected
204,163,Undirected
204,18,Undirected
204,169,Undirected
204,12,Undirected
205,205,Undirected
205,56,Undirected
205,26,Undirected
205,9,Undirected
205,51,Undirected
205,28,Undirected
205,52,Undirected
205,57,Undirected
205,201,Undirected
205,54,Undirected
80,80,Undirected
80,14,Undirected
80,3,Undirected
80,1,Undirected
80,206,Undirected
80,5,Undirected
80,11,Undirected
80,207,Undirected
80,13,Undirected
80,208,Undirected
209,209,Undirected
209,200,Undirected
209,26,Undirected
209,203,Undirected
209,201,Undirected
209,202,Undirected
209,51,Undirected
209,210,Undirected
209,52,Undirected
209,211,Undirected
49,31,Undirected
49,1,Undirected
49,49,Undirected
49,195,Undirected
49,20,Undirected
49,3,Undirected
49,5,Undirected
49,6,Undirected
49,48,Undirected
49,32,Undirected
